host_listings_count,review_scores_rating,neighbourhood_cleansed,property_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,bathrooms_text,maximum_nights,number_of_reviews,latitude,longitude
2.0,4.68,Copacabana,Entire condominium (condo),5,Entire home/apt,2.0,2.0,350.0,5,1.0,180,267,-22.96599,-43.1794
0.0,4.73,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,296.0,3,1.0,90,85,-22.98405,-43.20189
3.0,4.68,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,387.0,3,1.0,90,238,-22.97735,-43.19105
1.0,4.72,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,172.0,2,1.0,89,181,-22.98839,-43.19232
1.0,4.89,Copacabana,Entire loft,2,Entire home/apt,1.0,1.0,260.0,3,1.0,15,378,-22.98107,-43.19136
9.0,4.61,Ipanema,Entire rental unit,13,Entire home/apt,6.0,7.0,4217.0,2,15.0,89,91,-22.98591,-43.20302
2.0,4.88,Copacabana,Private room in rental unit,1,Private room,1.0,1.0,114.0,3,1.0,30,42,-22.98528,-43.19264
3.0,4.43,Copacabana,Entire rental unit,9,Entire home/apt,4.0,5.0,2015.0,2,3.0,750,8,-22.96574,-43.17514
48.0,4.74,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,380.0,3,1.0,90,106,-22.9791,-43.19008
9.0,4.46,Ipanema,Entire rental unit,6,Entire home/apt,3.0,3.0,2310.0,2,3.0,89,74,-22.98584,-43.20305
2.0,4.57,Barra da Tijuca,Entire residential home,14,Entire home/apt,6.0,10.0,3050.0,1,7.0,730,7,-23.00451,-43.30873
2.0,4.74,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,693.0,3,1.0,1125,188,-22.98234,-43.19164
1.0,5.0,Joá,Entire residential home,10,Entire home/apt,4.0,6.0,2513.0,2,4.0,365,16,-23.00809,-43.29113
1.0,4.85,Ipanema,Entire rental unit,6,Entire home/apt,3.0,3.0,1157.0,3,2.0,1125,28,-22.98169,-43.2028
9.0,4.36,Ipanema,Entire rental unit,6,Entire home/apt,3.0,7.0,3325.0,2,7.0,89,67,-22.98599,-43.20299
2.0,4.0,Flamengo,Entire rental unit,4,Entire home/apt,3.0,4.0,220.0,4,2.0,1125,1,-22.92837,-43.17473
3.0,4.9,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,380.0,3,1.0,89,226,-22.9824,-43.19593
1.0,4.64,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,221.0,4,1.0,365,79,-22.98553,-43.18964
5.0,4.77,Ipanema,Entire rental unit,6,Entire home/apt,1.0,5.0,786.0,2,2.0,420,422,-22.9854,-43.19602
1.0,4.86,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,851.0,5,1.0,120,14,-22.98467,-43.19941
0.0,4.3,Copacabana,Entire rental unit,12,Entire home/apt,4.0,8.0,3149.0,2,4.0,365,127,-22.98192,-43.19397
7.0,4.78,Santa Teresa,Private room in bed and breakfast,16,Private room,7.0,10.0,225.0,7,5.0,90,215,-22.92742,-43.19464
8.0,4.7,Gávea,Entire rental unit,4,Entire home/apt,1.0,2.0,373.0,5,1.0,89,37,-22.97766,-43.2311
2.0,4.75,Santa Teresa,Private room in rental unit,2,Private room,1.0,1.0,243.0,2,2.0,60,14,-22.92456,-43.19028
7.0,4.59,Leblon,Entire rental unit,5,Entire home/apt,1.0,3.0,690.0,2,1.0,90,92,-22.98361,-43.21827
10.0,4.57,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,500.0,5,0.0,30,7,-22.98174,-43.19039
1.0,4.620987361262592,Jacarepaguá,Private room in rental unit,2,Private room,1.0,2.0,851.0,1,2.0,90,0,-22.97293,-43.38321
3.0,4.44,Ipanema,Entire rental unit,3,Entire home/apt,1.0,1.0,293.0,2,1.0,1125,32,-22.98339,-43.21436
7.0,4.62,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,460.0,2,1.0,89,71,-22.97794,-43.18969
7.0,4.72,Copacabana,Entire rental unit,3,Entire home/apt,1.0,3.0,460.0,2,1.0,90,62,-22.97456,-43.18807
7.0,4.76,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,448.0,2,1.0,90,47,-22.97607,-43.18926
1.0,4.620987361262592,Laranjeiras,Private room in residential home,1,Private room,1.0,1.0,511.0,1,0.0,30,0,-22.94124,-43.19214
1.0,4.89,Ipanema,Private room in rental unit,2,Private room,1.0,1.0,227.0,3,1.0,30,167,-22.98088,-43.20042
3.0,5.0,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,163.0,1,1.0,730,7,-22.97256,-43.18948
3.0,4.82,Barra da Tijuca,Entire rental unit,4,Entire home/apt,1.0,1.0,523.0,4,1.0,500,51,-23.01124,-43.37081
3.0,4.620987361262592,Botafogo,Private room in rental unit,4,Private room,1.0,1.0,170.0,4,1.0,730,0,-22.94656,-43.18176
8.0,4.92,Botafogo,Private room in residential home,2,Private room,1.0,2.0,192.0,8,1.0,365,17,-22.94169,-43.18703
3.0,4.55,Centro,Entire rental unit,3,Entire home/apt,0.0,2.0,190.0,4,1.0,89,61,-22.91408,-43.18233
1.0,4.75,Leblon,Entire rental unit,4,Entire home/apt,0.0,3.0,1065.0,3,1.0,1125,112,-22.98812,-43.22897
3.0,4.620987361262592,Botafogo,Entire rental unit,2,Entire home/apt,1.0,1.0,200.0,4,0.0,120,0,-22.94837,-43.18315
1.0,4.620987361262592,Santo Cristo,Private room in rental unit,2,Private room,1.0,2.0,397.0,1,2.0,730,0,-22.90559,-43.20979
1.0,4.71,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,2.0,800.0,4,1.0,30,7,-23.00744,-43.43045
4.0,5.0,Santa Teresa,Private room in residential home,1,Private room,1.0,1.0,60.0,60,1.0,180,2,-22.91889,-43.18038
1.0,4.62,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,320.0,4,1.0,30,150,-22.98314,-43.19086
1.0,4.85,Glória,Entire rental unit,5,Entire home/apt,2.0,2.0,496.0,3,2.0,360,58,-22.91972,-43.1789
1.0,4.9,Ipanema,Entire rental unit,8,Entire home/apt,4.0,6.0,1338.0,2,3.0,29,169,-22.98697,-43.19751
5.0,4.29,Itanhangá,Entire residential home,13,Entire home/apt,7.0,11.0,3679.0,1,4.0,30,7,-22.98752,-43.31505
1.0,4.99,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,797.0,3,1.0,31,85,-22.9696,-43.1887
2.0,4.75,Praça Seca,Private room in rental unit,2,Private room,1.0,1.0,250.0,1,1.0,365,4,-22.895765,-43.353809
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,180.0,3,1.0,720,4,-22.97575,-43.18877
1.0,5.0,Laranjeiras,Private room in rental unit,1,Private room,1.0,2.0,105.0,1,2.0,45,5,-22.93707,-43.19071
6.0,4.67,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,160.0,2,1.0,15,4,-22.98282,-43.18935
2.0,5.0,Maracanã,Private room in residential home,3,Private room,1.0,3.0,300.0,1,1.0,730,1,-22.91547,-43.22638
1.0,4.93,Santa Teresa,Private room in rental unit,1,Private room,1.0,1.0,70.0,2,1.0,1125,30,-22.91882,-43.17828
14.0,4.92,Leblon,Entire rental unit,5,Entire home/apt,2.0,4.0,2703.0,2,2.0,120,26,-22.98251,-43.22108
1.0,4.82,Leblon,Entire rental unit,4,Entire home/apt,2.0,3.0,393.0,3,1.0,1125,35,-22.98175,-43.22492
1.0,4.620987361262592,Lagoa,Entire rental unit,4,Entire home/apt,2.0,2.0,2838.0,21,2.0,365,0,-22.97366,-43.20493
3.0,4.53,Ipanema,Entire rental unit,4,Entire home/apt,3.0,1.0,397.0,6,0.0,365,39,-22.98456,-43.1956
2.0,4.9,Botafogo,Entire loft,4,Entire home/apt,2.0,2.0,1127.0,2,2.0,365,35,-22.95454,-43.17442
4.0,4.94,Humaitá,Private room in residential home,2,Private room,1.0,1.0,486.0,2,1.0,365,81,-22.96148,-43.20038
1.0,4.620987361262592,Jacarepaguá,Earth house,4,Entire home/apt,2.0,2.0,500.0,1,1.0,730,0,-22.97275,-43.41337
10.0,4.58,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,367.0,2,1.0,180,92,-22.97854,-43.1904
2.0,4.64,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,234.0,3,1.0,10,12,-22.98413,-43.19235
1.0,4.0,Copacabana,Entire rental unit,4,Entire home/apt,0.0,3.0,299.0,3,1.0,180,1,-22.96614,-43.18401
10.0,4.69,Ipanema,Entire rental unit,5,Entire home/apt,1.0,3.0,523.0,2,1.0,150,64,-22.9869,-43.19286
10.0,4.72,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,410.0,2,1.0,180,77,-22.97064,-43.18496
2.0,5.0,Barra da Tijuca,Private room in rental unit,1,Private room,1.0,1.0,264.0,2,1.0,30,1,-23.0102,-43.37246
10.0,4.66,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,381.0,2,1.0,180,102,-22.97135,-43.18779
1.0,3.0,Vidigal,Entire rental unit,2,Entire home/apt,1.0,1.0,454.0,3,1.0,1125,1,-22.99327,-43.23481
10.0,4.18,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,329.0,2,1.0,150,96,-22.98114,-43.19429
4.0,4.76,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,510.0,1,1.0,28,78,-22.96104,-43.17647
2.0,4.95,Copacabana,Entire rental unit,4,Entire home/apt,2.0,2.0,903.0,3,1.0,1125,196,-22.98015,-43.19098
1.0,4.86,Copacabana,Entire condominium (condo),8,Entire home/apt,3.0,3.0,3489.0,3,2.0,60,144,-22.98401,-43.19035
4.0,4.85,Copacabana,Private room in condominium (condo),2,Private room,1.0,1.0,330.0,5,1.0,90,110,-22.98026,-43.19109
4.0,4.83,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,329.0,10,1.0,90,89,-22.97858,-43.19075
2.0,4.97,Copacabana,Entire rental unit,6,Entire home/apt,2.0,5.0,1611.0,3,2.0,1125,68,-22.98467,-43.19166
1.0,4.620987361262592,Centro,Private room in rental unit,2,Private room,1.0,1.0,681.0,3,1.0,30,0,-22.90544,-43.19471
3.0,4.55,Copacabana,Entire rental unit,5,Entire home/apt,2.0,5.0,657.0,2,1.0,60,42,-22.96775,-43.18457
2.0,4.76,Botafogo,Private room in rental unit,2,Private room,1.0,1.0,800.0,3,1.0,365,46,-22.94882,-43.18121
33.0,4.56,Ipanema,Entire rental unit,4,Entire home/apt,2.0,3.0,626.0,4,1.0,90,167,-22.98057,-43.1995
4.0,5.0,Humaitá,Private room in rental unit,1,Private room,1.0,1.0,164.0,5,1.0,1125,1,-22.95644,-43.19992
3.0,4.77,Ipanema,Private room in rental unit,2,Private room,1.0,1.0,442.0,4,1.0,30,183,-22.98467,-43.19714
1.0,4.78,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,180.0,2,1.0,45,76,-22.98357,-43.19408
3.0,4.0,Marechal Hermes,Private room in residential home,4,Private room,1.0,3.0,69.0,1,1.0,365,6,-22.8607,-43.36681
1.0,4.8,Jardim Botânico,Private room in residential home,4,Private room,1.0,1.0,511.0,3,2.0,90,6,-22.96055,-43.22285
7.0,4.8,Ipanema,Entire loft,2,Entire home/apt,1.0,1.0,80.0,7,1.0,180,186,-22.98586,-43.19411
1.0,4.5,Laranjeiras,Private room in condominium (condo),3,Private room,1.0,2.0,851.0,3,2.0,20,2,-22.93595,-43.18791
1.0,4.620987361262592,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,369.0,3,1.0,365,0,-22.97323,-43.18819
4.0,4.81,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,840.0,3,1.0,89,204,-22.96582,-43.17786
1.0,4.41,Ipanema,Entire rental unit,5,Entire home/apt,3.0,3.0,2255.0,5,3.0,300,48,-22.98335,-43.20306
4.0,4.620987361262592,Glória,Entire rental unit,2,Entire home/apt,1.0,1.0,224.0,7,1.0,93,0,-22.92368,-43.17421
4.0,5.0,Copacabana,Private room in rental unit,6,Private room,3.0,4.0,1576.0,2,2.0,15,3,-22.98596,-43.19001
4.0,4.97,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,500.0,2,2.0,31,31,-22.98596,-43.19001
4.0,4.93,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,235.0,2,1.0,15,30,-22.98596,-43.19001
4.0,4.86,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,414.0,2,1.0,15,33,-22.98596,-43.19001
1.0,5.0,Vargem Grande,Entire cottage,16,Entire home/apt,3.0,7.0,1429.0,1,4.0,365,2,-22.98271,-43.49074
1.0,4.620987361262592,Flamengo,Private room in rental unit,2,Private room,1.0,1.0,851.0,1,1.0,760,0,-22.9399,-43.17676
5.0,4.95,Laranjeiras,Private room in rental unit,3,Private room,1.0,1.0,300.0,4,1.0,30,20,-22.94373,-43.19147
2.0,4.82,Santa Teresa,Entire loft,4,Entire home/apt,1.0,2.0,207.0,2,1.0,30,362,-22.91666,-43.17947
2.0,5.0,Tijuca,Private room in rental unit,2,Private room,1.0,1.0,180.0,1,1.0,365,4,-22.9288,-43.24046
2.0,4.620987361262592,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,300.0,3,2.0,180,0,-22.98246,-43.19376
7.0,4.79,Ipanema,Entire loft,2,Entire home/apt,1.0,1.0,472.0,1,1.0,88,405,-22.9828,-43.20467
4.0,4.57,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,400.0,3,1.0,89,113,-22.97923,-43.18902
2.0,4.84,Jacarepaguá,Entire rental unit,2,Entire home/apt,1.0,1.0,209.0,3,1.0,90,74,-22.969053,-43.388355
4.0,4.73,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,464.0,3,0.0,89,59,-22.98238,-43.19215
4.0,4.71,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,350.0,3,0.0,89,30,-22.97787,-43.18792
1.0,4.82,Copacabana,Entire rental unit,5,Entire home/apt,1.0,5.0,704.0,5,1.0,14,35,-22.96488,-43.17478
5.0,4.67,Copacabana,Entire rental unit,6,Entire home/apt,2.0,3.0,1033.0,2,1.0,360,44,-22.96386,-43.17757
10.0,4.6,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,438.0,2,1.0,150,90,-22.96434,-43.17563
3.0,4.620987361262592,Botafogo,Entire rental unit,4,Entire home/apt,1.0,1.0,200.0,1,0.0,760,0,-22.94985,-43.18104
2.0,4.83,Glória,Entire rental unit,2,Entire home/apt,1.0,1.0,414.0,3,1.0,90,6,-22.92072,-43.17953
1.0,4.85,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,350.0,3,1.0,760,13,-22.96704,-43.18201
1.0,4.620987361262592,Botafogo,Entire rental unit,4,Entire home/apt,2.0,2.0,369.0,5,3.0,730,0,-22.95665,-43.18481
1.0,4.73,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,474.0,2,1.0,180,136,-22.9851,-43.1932
1.0,4.79,Copacabana,Entire condominium (condo),4,Entire home/apt,2.0,2.0,280.0,3,1.0,90,127,-22.98029,-43.19054
1.0,4.79,Copacabana,Entire rental unit,4,Entire home/apt,2.0,2.0,2351.0,1,2.0,365,85,-22.976,-43.18838
2.0,4.77,Barra da Tijuca,Entire rental unit,3,Entire home/apt,1.0,1.0,195.0,3,1.0,365,220,-23.01097,-43.32266
3.0,4.86,Copacabana,Private room in rental unit,3,Private room,1.0,2.0,199.0,2,1.0,1125,133,-22.96794,-43.18969
13.0,4.48,Vidigal,Entire rental unit,16,Entire home/apt,1.0,3.0,973.0,7,1.0,1095,27,-22.99037,-43.23115
2.0,4.83,Copacabana,Entire rental unit,4,Entire home/apt,1.0,4.0,394.0,4,1.0,1125,83,-22.9792,-43.1901
2.0,4.81,Santa Teresa,Entire guest suite,2,Entire home/apt,1.0,1.0,192.0,3,1.0,1125,194,-22.91742,-43.1833
1.0,5.0,Botafogo,Entire rental unit,2,Entire home/apt,1.0,1.0,250.0,1,1.0,1125,3,-22.95508,-43.18251
2.0,4.97,Barra da Tijuca,Entire rental unit,2,Entire home/apt,1.0,1.0,295.0,14,1.0,93,37,-23.00291,-43.39086
4.0,4.82,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,432.0,1,1.0,28,83,-22.96554,-43.17655
1.0,4.14,Vidigal,Entire rental unit,4,Entire home/apt,2.0,2.0,236.0,1,1.0,90,8,-22.99508,-43.23604
4.0,4.81,Centro,Entire loft,3,Entire home/apt,1.0,1.0,200.0,2,1.0,360,23,-22.91341,-43.18349
1.0,4.93,Copacabana,Entire rental unit,4,Entire home/apt,1.0,1.0,436.0,4,1.0,29,214,-22.9623,-43.17389
4.0,5.0,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,255.0,2,1.0,30,22,-22.9675,-43.18666
1.0,4.620987361262592,Leblon,Entire rental unit,6,Entire home/apt,4.0,3.0,5675.0,2,3.0,7,0,-22.98632,-43.22936
1.0,4.81,Jardim Botânico,Private room in guest suite,2,Private room,1.0,1.0,154.0,3,1.0,1125,20,-22.96612,-43.21899
4.0,5.0,Santa Teresa,Private room in residential home,1,Private room,1.0,1.0,55.0,90,1.0,180,4,-22.91825,-43.17872
5.0,4.82,Lagoa,Entire rental unit,6,Entire home/apt,2.0,6.0,750.0,2,2.0,420,485,-22.97542,-43.19857
1.0,4.81,Leblon,Entire rental unit,6,Entire home/apt,2.0,5.0,790.0,3,2.0,1125,53,-22.98161,-43.22189
4.0,4.0,Santa Teresa,Private room in residential home,1,Private room,1.0,1.0,55.0,60,1.0,180,2,-22.91709,-43.18068
2.0,4.89,Santa Teresa,Entire rental unit,2,Entire home/apt,1.0,2.0,141.0,4,1.0,1125,36,-22.91984,-43.1865
1.0,4.41,Ipanema,Entire rental unit,4,Entire home/apt,2.0,2.0,1703.0,5,2.0,1095,87,-22.98465,-43.19794
1.0,3.0,Centro,Entire rental unit,4,Entire home/apt,1.0,2.0,500.0,4,1.0,60,2,-22.91415,-43.18757
2.0,4.33,Ipanema,Private room in rental unit,2,Private room,1.0,1.0,170.0,3,1.0,1125,10,-22.98126,-43.19943
1.0,4.5,São Conrado,Private room in rental unit,2,Private room,1.0,1.0,516.0,2,2.0,7,12,-22.99804,-43.25947
13.0,4.83,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,431.0,6,1.0,90,23,-22.98069,-43.19277
4.0,5.0,Ipanema,Entire serviced apartment,5,Entire home/apt,3.0,4.0,2749.0,7,3.0,90,1,-22.98141,-43.20911
8.0,4.6,Botafogo,Private room in residential home,2,Private room,1.0,1.0,188.0,5,2.0,358,21,-22.94265,-43.18768
3.0,5.0,Lagoa,Entire rental unit,4,Entire home/apt,2.0,2.0,871.0,3,2.0,16,9,-22.97406,-43.20676
2.0,4.66,Flamengo,Entire rental unit,2,Entire home/apt,1.0,1.0,369.0,2,1.0,15,36,-22.9365,-43.17868
4.0,3.71,Copacabana,Entire rental unit,10,Entire home/apt,1.0,9.0,857.0,2,2.0,15,7,-22.98277,-43.1936
88.0,4.65,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,540.0,2,1.0,1125,105,-22.9619,-43.1749
10.0,4.59,Copacabana,Private room in rental unit,4,Private room,1.0,2.0,379.0,1,0.0,90,34,-22.96633,-43.17754
10.0,4.66,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,217.0,2,1.0,180,132,-22.96333,-43.17483
10.0,4.9,Copacabana,Private room in rental unit,3,Private room,1.0,2.0,386.0,1,1.0,90,20,-22.96633,-43.17754
10.0,5.0,Copacabana,Private room in rental unit,3,Private room,1.0,2.0,343.0,2,0.0,365,1,-22.96745,-43.17654
53.0,4.27,Copacabana,Entire rental unit,5,Entire home/apt,1.0,1.0,6000.0,30,1.0,90,25,-22.98484,-43.19215
10.0,4.75,Copacabana,Private room in rental unit,2,Private room,2.0,2.0,329.0,1,1.0,30,4,-22.96633,-43.17754
13.0,4.96,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,411.0,6,1.0,90,28,-22.98069,-43.19277
2.0,4.63,Copacabana,Entire rental unit,4,Entire home/apt,0.0,1.0,3040.0,4,1.0,5,16,-22.96343,-43.1905
3.0,4.95,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,129.0,2,1.0,7,46,-22.96849,-43.18863
2.0,4.83,Laranjeiras,Entire rental unit,5,Entire home/apt,2.0,3.0,270.0,2,1.0,1125,8,-22.9409,-43.19129
1.0,4.73,Botafogo,Private room in condominium (condo),2,Private room,1.0,1.0,60.0,1,1.0,15,182,-22.94664,-43.18558
1.0,4.79,Laranjeiras,Entire rental unit,2,Entire home/apt,1.0,1.0,136.0,29,1.0,1125,16,-22.93477,-43.17963
1.0,4.9,Santa Teresa,Entire guesthouse,3,Entire home/apt,1.0,2.0,196.0,2,1.0,1125,51,-22.91735,-43.18133
2.0,5.0,Santa Teresa,Private room in rental unit,2,Private room,1.0,1.0,851.0,2,1.0,300,7,-22.92978,-43.19623
2.0,4.51,Copacabana,Entire rental unit,4,Entire home/apt,1.0,4.0,371.0,5,1.0,1125,130,-22.97975,-43.19016
1.0,4.86,Ipanema,Private room in rental unit,2,Private room,1.0,2.0,284.0,5,1.0,28,8,-22.98323,-43.1982
1.0,4.88,Copacabana,Entire rental unit,2,Entire home/apt,0.0,1.0,153.0,6,1.0,365,26,-22.96738,-43.18026
9.0,4.23,Copacabana,Entire condominium (condo),2,Entire home/apt,1.0,2.0,367.0,3,1.0,180,177,-22.96779,-43.18065
2.0,4.69,Ipanema,Entire rental unit,4,Entire home/apt,2.0,3.0,426.0,5,1.0,14,22,-22.98116,-43.19864
3.0,4.42,Centro,Entire rental unit,4,Entire home/apt,0.0,4.0,249.0,5,1.0,28,12,-22.90894,-43.19385
10.0,4.74,Ipanema,Entire rental unit,4,Entire home/apt,1.0,2.0,549.0,2,1.0,180,130,-22.98377,-43.20067
1.0,4.5,Senador Camará,Private room in residential home,2,Private room,1.0,1.0,66.0,1,1.0,6,2,-22.88029,-43.49154
1.0,4.78,Leblon,Entire condominium (condo),5,Entire home/apt,2.0,3.0,607.0,8,1.0,20,18,-22.98836,-43.22646
2.0,4.49,Ipanema,Entire rental unit,2,Entire home/apt,1.0,2.0,871.0,4,1.0,20,46,-22.98649,-43.19793
2.0,4.29,Ipanema,Entire rental unit,4,Entire home/apt,2.0,4.0,225.0,10,2.0,1125,15,-22.9819,-43.20042
1.0,4.97,Botafogo,Private room in rental unit,2,Private room,1.0,1.0,153.0,3,1.0,1125,96,-22.94471,-43.18421
2.0,5.0,Copacabana,Entire rental unit,6,Entire home/apt,3.0,3.0,1135.0,3,3.0,1125,3,-22.96703,-43.18193
4.0,5.0,Botafogo,Private room in residential home,3,Private room,1.0,3.0,738.0,3,1.0,90,1,-22.94187,-43.18707
4.0,4.67,Botafogo,Private room in residential home,2,Private room,1.0,2.0,738.0,3,1.0,90,3,-22.94259,-43.18703
8.0,4.94,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,851.0,4,1.0,90,198,-22.98531,-43.20082
2.0,4.83,Ipanema,Private room in rental unit,2,Private room,1.0,1.0,422.0,3,1.0,30,13,-22.98123,-43.19865
1.0,4.9,Copacabana,Entire rental unit,6,Entire home/apt,2.0,4.0,943.0,3,2.0,120,103,-22.96488,-43.17707
4.0,5.0,Botafogo,Private room in residential home,8,Private room,1.0,8.0,1986.0,3,2.0,90,6,-22.94264,-43.18865
8.0,4.83,Botafogo,Private room in residential home,2,Private room,1.0,1.0,188.0,5,2.0,1000,13,-22.94231,-43.18528
1.0,4.620987361262592,Vargem Grande,Shared room in residential home,1,Shared room,1.0,1.0,454.0,1,0.0,1125,0,-23.00075,-43.50841
9.0,4.48,Copacabana,Entire condominium (condo),2,Entire home/apt,1.0,1.0,263.0,3,1.0,180,116,-22.96825,-43.18237
4.0,4.78,Copacabana,Entire rental unit,5,Entire home/apt,2.0,3.0,621.0,3,2.0,60,199,-22.97696,-43.18933
5.0,4.0,Santa Teresa,Entire rental unit,16,Entire home/apt,6.0,16.0,3960.0,1,5.0,30,12,-22.92129,-43.18193
1.0,5.0,Santa Teresa,Entire rental unit,6,Entire home/apt,2.0,5.0,1250.0,20,3.0,30,1,-22.92286,-43.1879
1.0,4.620987361262592,Vargem Grande,Private room in loft,2,Private room,1.0,1.0,200.0,1,1.0,30,0,-22.9682,-43.49165
1.0,4.620987361262592,Jardim Botânico,Private room in residential home,2,Private room,1.0,1.0,1135.0,1,1.0,30,0,-22.96547,-43.23666
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in residential home,4,Private room,1.0,2.0,200.0,2,1.0,1125,0,-23.02176,-43.51962
3.0,4.41,Leblon,Private room in rental unit,1,Private room,1.0,1.0,91.0,1,1.0,30,45,-22.9789,-43.22399
2.0,4.72,Botafogo,Private room in rental unit,2,Private room,1.0,2.0,120.0,3,2.0,15,106,-22.94351,-43.18324
7.0,4.78,Santa Teresa,Private room in residential home,16,Private room,1.0,7.0,225.0,7,5.0,90,69,-22.92879,-43.19474
7.0,4.71,Santa Teresa,Private room in residential home,16,Private room,1.0,7.0,225.0,7,5.0,90,35,-22.92691,-43.19309
1.0,4.25,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,2724.0,2,1.0,30,4,-22.97009,-43.18231
2.0,4.57,Botafogo,Entire rental unit,4,Entire home/apt,1.0,1.0,751.0,4,1.0,30,67,-22.94684,-43.18302
1.0,4.620987361262592,Barra da Tijuca,Private room in rental unit,4,Private room,1.0,2.0,2837.0,1,1.0,30,0,-23.01147,-43.36394
4.0,4.71,Centro,Entire rental unit,2,Entire home/apt,1.0,1.0,165.0,2,1.0,730,23,-22.9109,-43.18238
4.0,4.92,Leme,Entire rental unit,2,Entire home/apt,1.0,2.0,479.0,1,1.0,30,120,-22.96392,-43.17263
2.0,4.89,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,2.0,396.0,3,2.0,90,64,-23.0098,-43.37099
2.0,4.620987361262592,Vila da Penha,Private room in rental unit,2,Private room,1.0,1.0,369.0,1,1.0,10,0,-22.84208,-43.31572
9.0,4.25,Copacabana,Entire condominium (condo),2,Entire home/apt,1.0,1.0,125.0,3,1.0,90,73,-22.96654,-43.18248
5.0,4.85,Copacabana,Entire rental unit,6,Entire home/apt,3.0,4.0,2986.0,2,2.0,60,279,-22.98287,-43.18972
2.0,4.72,Copacabana,Entire condominium (condo),3,Entire home/apt,1.0,2.0,1071.0,3,1.0,92,205,-22.98108,-43.18899
1.0,4.88,Lagoa,Entire condominium (condo),5,Entire home/apt,3.0,3.0,2020.0,2,2.0,1125,19,-22.97668,-43.19735
1.0,5.0,Copacabana,Private room in rental unit,2,Private room,1.0,1.0,500.0,1,3.0,21,2,-22.98127,-43.19215
1.0,4.620987361262592,Flamengo,Private room in rental unit,2,Private room,1.0,1.0,1135.0,1,1.0,1125,0,-22.93527,-43.17834
7.0,4.8,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,358.0,3,1.0,30,191,-22.97369,-43.19022
4.0,5.0,Ipanema,Entire rental unit,4,Entire home/apt,1.0,2.0,1419.0,5,1.0,15,1,-22.98539,-43.19869
4.0,4.620987361262592,Ipanema,Private room in rental unit,1,Private room,1.0,1.0,1419.0,1,1.0,14,0,-22.98563,-43.20032
2.0,4.86,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,655.0,9,1.0,240,233,-22.96689,-43.1805
7.0,4.82,Copacabana,Entire rental unit,6,Entire home/apt,2.0,2.0,842.0,2,1.0,90,277,-22.97537,-43.18631
