host_listings_count,review_scores_rating,neighbourhood_cleansed,property_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,bathrooms_text,maximum_nights,number_of_reviews,latitude,longitude
1.0,4.620987361262592,Maracanã,Entire rental unit,6,Entire home/apt,2.0,4.0,2838.0,1,1.0,1125,0,-22.9113,-43.22453
1.0,4.620987361262592,Tijuca,Entire rental unit,6,Entire home/apt,2.0,2.0,513.0,7,2.0,1125,0,-22.92296,-43.21829
1.0,5.0,Barra de Guaratiba,Entire guesthouse,6,Entire home/apt,1.0,4.0,100.0,2,1.0,90,3,-23.06559,-43.56591
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,6,Entire home/apt,3.0,2.0,800.0,15,2.0,20,0,-23.01992,-43.46667
1.0,4.620987361262592,Piedade,Private room in rental unit,2,Private room,1.0,1.0,148.0,3,1.0,30,0,-22.88794,-43.30429
1.0,4.620987361262592,Todos os Santos,Entire rental unit,5,Entire home/apt,2.0,2.0,280.0,10,1.0,30,0,-22.89982,-43.28574
1.0,4.620987361262592,Copacabana,Private room in rental unit,2,Private room,1.0,2.0,612.0,3,1.0,10,0,-22.96637,-43.18076
1.0,4.620987361262592,Santa Teresa,Entire rental unit,6,Entire home/apt,2.0,3.0,500.0,3,2.0,180,0,-22.91708,-43.18349
1.0,4.620987361262592,Humaitá,Private room in rental unit,2,Private room,1.0,1.0,330.0,180,2.0,365,0,-22.95629,-43.19771
7.0,4.59,Freguesia (Jacarepaguá),Entire rental unit,4,Entire home/apt,2.0,2.0,270.0,2,1.0,1125,22,-22.94107,-43.35559
4.0,4.5,Barra da Tijuca,Entire rental unit,8,Entire home/apt,2.0,2.0,1200.0,4,1.0,1125,8,-23.00466,-43.32899
1.0,4.620987361262592,Flamengo,Private room in rental unit,2,Private room,1.0,1.0,312.0,4,1.0,1125,0,-22.93872,-43.17762
1.0,4.620987361262592,Guaratiba,Entire rental unit,8,Entire home/apt,3.0,3.0,3300.0,10,4.0,27,0,-23.00346,-43.53234
2.0,4.75,Flamengo,Private room in rental unit,2,Private room,1.0,1.0,310.0,2,1.0,1125,4,-22.93636,-43.1755
1.0,4.620987361262592,Copacabana,Entire rental unit,6,Entire home/apt,2.0,2.0,5675.0,1,1.0,1125,0,-22.96694,-43.17992
31.0,4.83,Leblon,Entire rental unit,6,Entire home/apt,3.0,3.0,161.0,1,2.0,60,18,-22.98315,-43.22331
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,6,Entire home/apt,3.0,3.0,1986.0,20,3.0,35,0,-23.01305,-43.4028
2.0,4.620987361262592,Andaraí,Entire rental unit,5,Entire home/apt,2.0,3.0,500.0,2,2.0,30,0,-22.91916,-43.24904
1.0,5.0,Camorim,Entire rental unit,5,Entire home/apt,2.0,2.0,700.0,10,2.0,20,1,-22.98032,-43.41517
3.0,5.0,Tijuca,Private room in rental unit,2,Private room,1.0,2.0,211.0,1,1.0,1125,5,-22.93011,-43.23209
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in residential home,3,Private room,1.0,1.0,681.0,5,1.0,1125,0,-23.02522,-43.49909
1.0,4.620987361262592,Bento Ribeiro,Entire guesthouse,4,Entire home/apt,1.0,4.0,187.0,7,1.0,1125,0,-22.86143,-43.35825
1.0,4.620987361262592,Laranjeiras,Entire rental unit,6,Entire home/apt,2.0,2.0,533.0,15,2.0,30,0,-22.94106,-43.19234
1.0,4.620987361262592,Camorim,Entire rental unit,10,Entire home/apt,5.0,5.0,1750.0,7,5.0,30,0,-22.984,-43.4348
1.0,4.620987361262592,Freguesia (Jacarepaguá),Shared room in residential home,3,Shared room,1.0,3.0,300.0,4,1.0,30,0,-22.93795,-43.34028
2.0,5.0,Laranjeiras,Private room in rental unit,2,Private room,1.0,1.0,190.0,2,1.0,7,3,-22.9355,-43.17948
1.0,4.620987361262592,Taquara,Entire rental unit,4,Entire home/apt,3.0,4.0,1419.0,1,3.0,1125,0,-22.93844,-43.36197
1.0,4.0,Jacarepaguá,Entire rental unit,5,Entire home/apt,2.0,3.0,249.0,4,2.0,1125,3,-22.97014,-43.39352
1.0,4.620987361262592,Barra da Tijuca,Shared room in rental unit,8,Shared room,1.0,6.0,5675.0,1,3.0,1125,0,-22.99747,-43.38463
1.0,5.0,Copacabana,Entire rental unit,4,Entire home/apt,0.0,1.0,120.0,3,1.0,30,2,-22.96395,-43.17877
2.0,4.620987361262592,Tijuca,Floor,3,Entire home/apt,2.0,3.0,851.0,1,1.0,1125,0,-22.9169,-43.22053
1.0,4.620987361262592,Vargem Grande,Private room in residential home,2,Private room,1.0,1.0,270.0,1,2.0,1125,0,-22.97785,-43.49052
1.0,4.620987361262592,Cachambi,Entire rental unit,6,Entire home/apt,2.0,5.0,500.0,10,2.0,75,0,-22.88696,-43.28115
1.0,4.620987361262592,Copacabana,Private room in rental unit,3,Private room,1.0,1.0,1419.0,7,1.0,60,0,-22.96619,-43.18364
2.0,4.620987361262592,Barra da Tijuca,Entire condominium (condo),6,Entire home/apt,2.0,2.0,490.0,3,2.0,1125,0,-23.00951,-43.35138
1.0,5.0,Barra da Tijuca,Entire guesthouse,4,Entire home/apt,2.0,6.0,207.0,3,1.0,30,36,-23.0052,-43.29554
1.0,0.0,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,500.0,8,1.0,60,1,-22.97301,-43.18777
1.0,4.620987361262592,Leme,Entire rental unit,4,Entire home/apt,1.0,2.0,400.0,3,1.0,30,0,-22.96281,-43.17278
1.0,4.620987361262592,Santa Teresa,Private room in rental unit,2,Private room,1.0,1.0,420.0,1,1.0,30,0,-22.91701,-43.18967
1.0,4.620987361262592,Leblon,Entire rental unit,4,Entire home/apt,2.0,2.0,1986.0,30,2.0,31,0,-22.98301,-43.22276
3.0,4.620987361262592,Barra da Tijuca,Entire rental unit,5,Entire home/apt,2.0,2.0,747.0,5,2.0,5,0,-22.97321,-43.39422
1.0,5.0,Leblon,Entire rental unit,4,Entire home/apt,1.0,2.0,621.0,4,1.0,15,13,-22.97977,-43.2246
1.0,4.620987361262592,Centro,Entire rental unit,6,Entire home/apt,1.0,2.0,1300.0,10,2.0,1125,0,-22.90581,-43.1739
1.0,4.6,Jacarepaguá,Entire rental unit,4,Entire home/apt,2.0,3.0,227.0,3,1.0,240,10,-22.97151,-43.41246
1.0,5.0,Ipanema,Entire rental unit,2,Entire home/apt,1.0,1.0,586.0,8,1.0,30,5,-22.98457,-43.20501
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,3,Entire home/apt,2.0,1.0,615.0,30,2.0,1125,0,-22.96666,-43.38424
1.0,4.620987361262592,Centro,Entire rental unit,4,Entire home/apt,1.0,2.0,1986.0,1,1.0,1125,0,-22.90907,-43.18802
1.0,4.620987361262592,Rocha,Entire residential home,10,Entire home/apt,3.0,5.0,500.0,10,1.0,26,0,-22.9037,-43.25005
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,6,Entire home/apt,3.0,4.0,2500.0,15,3.0,25,0,-23.01027,-43.34598
5.0,5.0,Itanhangá,Private room in residential home,2,Private room,1.0,1.0,140.0,2,1.0,30,15,-22.98137,-43.30306
1.0,4.620987361262592,Jacarepaguá,Private room in rental unit,2,Private room,1.0,1.0,738.0,1,2.0,1125,0,-22.97209,-43.35839
1.0,4.620987361262592,Jardim Botânico,Entire rental unit,4,Entire home/apt,2.0,2.0,418.0,2,2.0,1125,0,-22.96605,-43.22218
1.0,4.620987361262592,Maracanã,Entire rental unit,4,Entire home/apt,2.0,3.0,1200.0,7,2.0,30,0,-22.91482,-43.23346
1.0,4.620987361262592,Laranjeiras,Entire rental unit,10,Entire home/apt,3.0,4.0,1200.0,30,2.0,1125,0,-22.93507,-43.17912
3.0,4.620987361262592,Jacarepaguá,Private room in rental unit,2,Private room,1.0,1.0,600.0,15,1.0,30,0,-22.96876,-43.39246
2.0,4.620987361262592,Barra da Tijuca,Entire rental unit,3,Entire home/apt,1.0,2.0,750.0,6,1.0,31,0,-23.00536,-43.31739
1.0,4.620987361262592,Quintino Bocaiúva,Entire rental unit,15,Entire home/apt,4.0,1.0,500.0,15,4.0,30,0,-22.88831,-43.31519
2.0,4.620987361262592,Jacarepaguá,Entire rental unit,4,Entire home/apt,2.0,3.0,400.0,4,2.0,15,0,-22.97015,-43.39487
1.0,5.0,Jacarepaguá,Entire rental unit,4,Entire home/apt,2.0,2.0,3500.0,1,2.0,1125,3,-22.96998,-43.39169
1.0,4.620987361262592,Engenho de Dentro,Private room in rental unit,2,Private room,1.0,1.0,1589.0,5,1.0,10,0,-22.88664,-43.28791
2.0,5.0,Jardim Guanabara,Private room in rental unit,6,Private room,3.0,3.0,170.0,1,1.0,30,5,-22.81198,-43.21352
1.0,5.0,Barra da Tijuca,Entire rental unit,4,Entire home/apt,3.0,3.0,345.0,4,2.0,1125,10,-22.973,-43.39793
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,8,Entire home/apt,4.0,4.0,2654.0,6,3.0,1125,0,-23.01048,-43.34589
1.0,4.620987361262592,Jardim Sulacap,Entire residential home,6,Entire home/apt,2.0,2.0,1702.0,9,1.0,10,0,-22.88607,-43.39092
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,2,Entire home/apt,1.0,1.0,700.0,15,1.0,1125,0,-22.96901,-43.39773
17.0,4.4,Copacabana,Entire rental unit,8,Entire home/apt,3.0,6.0,912.0,3,2.0,1125,43,-22.97995,-43.19024
1.0,0.0,Barra da Tijuca,Entire rental unit,3,Entire home/apt,2.0,3.0,567.0,7,2.0,30,1,-23.00051,-43.42154
1.0,4.620987361262592,Camorim,Entire rental unit,5,Entire home/apt,2.0,2.0,950.0,4,2.0,11,0,-22.97851,-43.41463
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,3.0,1703.0,1,1.0,1125,0,-23.0096,-43.42684
1.0,4.620987361262592,Leme,Entire rental unit,5,Entire home/apt,2.0,2.0,1617.0,3,2.0,60,0,-22.96138,-43.17082
1.0,4.620987361262592,Barra da Tijuca,Entire residential home,13,Entire home/apt,4.0,6.0,2929.0,20,7.0,60,0,-23.00565,-43.42181
1.0,4.620987361262592,Barra da Tijuca,Private room in rental unit,3,Private room,1.0,3.0,1135.0,1,1.0,1125,0,-23.00302,-43.38473
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,4,Entire home/apt,1.0,2.0,450.0,15,1.0,1125,0,-23.00758,-43.32974
57.0,4.620987361262592,Barra da Tijuca,Entire residential home,12,Entire home/apt,6.0,10.0,4000.0,30,5.0,90,0,-22.99781,-43.40243
1.0,4.620987361262592,Barra da Tijuca,Private room in rental unit,2,Private room,1.0,1.0,480.0,10,1.0,20,0,-22.99934,-43.3987
1.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,2.0,4.0,290.0,3,2.0,1125,0,-22.96251,-43.17837
1.0,4.620987361262592,Quintino Bocaiúva,Private room in rental unit,1,Private room,1.0,1.0,60.0,2,1.0,10,0,-22.88276,-43.31542
1.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,0.0,2.0,8513.0,15,1.0,20,0,-22.97508,-43.18585
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,5,Entire home/apt,2.0,4.0,500.0,7,2.0,1125,0,-23.00922,-43.43613
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,5,Entire home/apt,3.0,5.0,800.0,15,2.0,90,0,-22.97275,-43.39108
2.0,4.620987361262592,Humaitá,Entire rental unit,7,Entire home/apt,3.0,5.0,1500.0,7,2.0,1125,0,-22.95311,-43.19844
1.0,4.620987361262592,Flamengo,Entire rental unit,8,Entire home/apt,3.0,6.0,1765.0,10,1.0,30,0,-22.93682,-43.17626
1.0,4.620987361262592,Tijuca,Entire rental unit,2,Entire home/apt,1.0,2.0,480.0,1,1.0,5,0,-22.93578,-43.24154
2.0,4.620987361262592,Copacabana,Entire rental unit,2,Entire home/apt,1.0,1.0,800.0,5,1.0,1125,0,-22.98274,-43.19244
3.0,4.69,Copacabana,Entire rental unit,8,Entire home/apt,4.0,8.0,700.0,3,3.0,1124,32,-22.97188,-43.18297
2.0,4.620987361262592,Ipanema,Entire rental unit,4,Entire home/apt,1.0,3.0,405.0,1,1.0,32,0,-22.98471,-43.19729
1.0,4.620987361262592,Barra da Tijuca,Private room in rental unit,2,Private room,1.0,1.0,1135.0,3,1.0,30,0,-22.99105,-43.34998
1.0,5.0,Jacarepaguá,Entire condominium (condo),5,Entire home/apt,2.0,2.0,395.0,2,2.0,1125,4,-22.96793,-43.3856
1.0,4.620987361262592,Osvaldo Cruz,Entire rental unit,4,Entire home/apt,2.0,3.0,250.0,10,1.0,1125,0,-22.87079,-43.34352
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,4,Entire home/apt,2.0,2.0,2837.0,1,2.0,1125,0,-22.96953,-43.38411
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,4,Entire home/apt,4.0,2.0,900.0,15,2.0,30,0,-22.97276,-43.4109
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,6,Entire home/apt,3.0,3.0,1419.0,7,3.0,1125,0,-22.97228,-43.39728
1.0,4.620987361262592,Camorim,Private room in rental unit,2,Private room,1.0,1.0,650.0,3,1.0,1125,0,-22.98067,-43.41398
1.0,4.620987361262592,Jacarepaguá,Private room in rental unit,3,Private room,1.0,2.0,350.0,10,2.0,30,0,-22.9692,-43.39454
1.0,4.93,Jacarepaguá,Private room in rental unit,3,Private room,1.0,3.0,150.0,2,1.0,20,15,-22.96563,-43.40532
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,2,Entire home/apt,1.0,1.0,1986.0,5,2.0,16,0,-22.97047,-43.383
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire residential home,8,Entire home/apt,4.0,3.0,1000.0,15,3.0,31,0,-22.99175,-43.46693
1.0,4.620987361262592,Méier,Private room in rental unit,8,Private room,1.0,3.0,147.0,14,1.0,16,0,-22.89784,-43.28036
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,6,Entire home/apt,3.0,3.0,6810.0,30,2.0,30,0,-23.01148,-43.43653
2.0,5.0,Laranjeiras,Private room in rental unit,1,Private room,1.0,1.0,100.0,4,1.0,23,2,-22.93082,-43.1825
2.0,5.0,Botafogo,Private room in rental unit,2,Private room,1.0,1.0,370.0,3,1.0,1125,2,-22.95587,-43.18842
1.0,4.620987361262592,Barra da Tijuca,Entire residential home,13,Entire home/apt,0.0,1.0,4000.0,7,4.0,1125,0,-22.99944,-43.41342
1.0,4.95,Centro,Entire rental unit,8,Entire home/apt,3.0,8.0,443.0,2,2.0,60,20,-22.91515,-43.18794
1.0,4.75,Santa Teresa,Entire rental unit,4,Entire home/apt,2.0,2.0,300.0,3,1.0,30,4,-22.9332,-43.19839
1.0,4.620987361262592,Copacabana,Private room in rental unit,2,Private room,2.0,3.0,1000.0,7,2.0,1125,0,-22.96525,-43.17964
1.0,5.0,Ipanema,Entire rental unit,6,Entire home/apt,3.0,4.0,1037.0,2,2.0,1125,4,-22.98066,-43.19974
1.0,4.96,Copacabana,Entire rental unit,3,Entire home/apt,0.0,2.0,421.0,3,1.0,31,24,-22.98405,-43.19406
1.0,4.620987361262592,Copacabana,Private room in rental unit,3,Private room,1.0,2.0,450.0,10,1.0,1125,0,-22.98523,-43.18991
1.0,4.620987361262592,Campo Grande,Entire residential home,10,Entire home/apt,2.0,2.0,200.0,10,1.0,1125,0,-22.89891,-43.55624
1.0,4.620987361262592,Vargem Pequena,Entire rental unit,6,Entire home/apt,3.0,3.0,800.0,5,2.0,15,0,-22.98718,-43.47567
2.0,5.0,Botafogo,Private room in residential home,1,Private room,1.0,1.0,270.0,1,1.0,27,1,-22.95734,-43.18205
1.0,4.96,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,3.0,1086.0,5,2.0,90,25,-23.00973,-43.35755
23.0,4.620987361262592,Ipanema,Entire rental unit,6,Entire home/apt,3.0,3.0,999.0,3,2.0,1125,0,-22.98652,-43.19539
4.0,4.96,Copacabana,Private room in condominium (condo),2,Private room,1.0,1.0,120.0,1,2.0,777,25,-22.96414,-43.17624
0.0,4.67,Botafogo,Entire rental unit,2,Entire home/apt,0.0,1.0,336.0,2,1.0,1125,46,-22.94942,-43.18294
1.0,4.620987361262592,Tijuca,Entire rental unit,4,Entire home/apt,2.0,4.0,240.0,2,2.0,15,0,-22.93597,-43.23848
1.0,4.620987361262592,Camorim,Entire rental unit,6,Entire home/apt,2.0,4.0,580.0,7,2.0,39,0,-22.9804,-43.42436
3.0,4.92,São Cristóvão,Entire guest suite,2,Entire home/apt,1.0,2.0,163.0,2,1.0,1125,66,-22.90355,-43.2243
1.0,5.0,Leblon,Entire rental unit,4,Entire home/apt,2.0,2.0,1100.0,6,2.0,1125,5,-22.98703,-43.23125
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,5,Entire home/apt,3.0,3.0,3802.0,1,2.0,1125,0,-23.0222,-43.48402
2.0,4.88,Jacarepaguá,Private room in condominium (condo),1,Private room,1.0,1.0,170.0,1,1.0,1125,8,-22.96556,-43.40547
1.0,4.620987361262592,Pechincha,Entire rental unit,6,Entire home/apt,3.0,5.0,700.0,10,2.0,25,0,-22.92747,-43.34499
1.0,4.620987361262592,Leblon,Entire rental unit,5,Entire home/apt,2.0,4.0,1200.0,17,2.0,22,0,-22.98371,-43.21976
1.0,4.0,Centro,Entire rental unit,4,Entire home/apt,1.0,2.0,4500.0,3,1.0,85,3,-22.91416,-43.18306
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in rental unit,1,Private room,1.0,1.0,250.0,1,1.0,1125,0,-23.02144,-43.4721
1.0,0.0,Barra da Tijuca,Entire rental unit,6,Entire home/apt,1.0,3.0,965.0,10,2.0,30,1,-23.00745,-43.36619
1.0,4.620987361262592,Freguesia (Jacarepaguá),Entire rental unit,6,Entire home/apt,2.0,3.0,500.0,1,2.0,1125,0,-22.93243,-43.33286
1.0,4.620987361262592,Copacabana,Entire loft,2,Entire home/apt,1.0,1.0,1022.0,7,1.0,10,0,-22.97919,-43.18911
1.0,4.620987361262592,Ipanema,Entire rental unit,6,Entire home/apt,3.0,4.0,2000.0,7,3.0,60,0,-22.98397,-43.20666
1.0,1.0,Vila da Penha,Private room in rental unit,2,Private room,1.0,1.0,125.0,2,1.0,15,1,-22.84431,-43.30789
1.0,4.7,Barra da Tijuca,Entire loft,8,Entire home/apt,2.0,4.0,284.0,2,1.0,1125,79,-23.00864,-43.33692
1.0,4.620987361262592,Laranjeiras,Private room in rental unit,4,Private room,1.0,2.0,1135.0,1,1.0,1125,0,-22.93409,-43.18586
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,2.0,500.0,20,1.0,1125,0,-23.00994,-43.42821
1.0,4.620987361262592,Engenho de Dentro,Entire rental unit,4,Entire home/apt,2.0,3.0,450.0,15,1.0,20,0,-22.90572,-43.30242
58.0,5.0,Ipanema,Entire rental unit,6,Entire home/apt,3.0,3.0,1022.0,3,2.0,1125,1,-22.98426,-43.19451
1.0,4.620987361262592,Santa Cruz,Entire rental unit,3,Entire home/apt,2.0,2.0,300.0,1,1.0,22,0,-22.88457,-43.66035
1.0,4.620987361262592,Engenho de Dentro,Entire rental unit,6,Entire home/apt,2.0,2.0,1200.0,1,1.0,1125,0,-22.89807,-43.29403
1.0,4.620987361262592,Vargem Pequena,Entire residential home,10,Entire home/apt,5.0,5.0,1200.0,21,4.0,21,0,-22.99103,-43.43558
1.0,4.620987361262592,Alto da Boa Vista,Entire rental unit,4,Entire home/apt,2.0,4.0,1135.0,1,1.0,1125,0,-22.95397,-43.20317
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,10,Entire home/apt,3.0,3.0,13053.0,40,1.0,50,0,-23.01546,-43.4531
1.0,4.620987361262592,Taquara,Floor,3,Entire home/apt,1.0,1.0,600.0,2,1.0,1125,0,-22.9292,-43.39168
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,10,Entire home/apt,3.0,8.0,3500.0,16,2.0,22,0,-23.00114,-43.43179
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,2,Entire home/apt,0.0,1.0,1000.0,10,2.0,30,0,-22.97541,-43.39148
1.0,4.620987361262592,Tanque,Private room in rental unit,2,Private room,1.0,1.0,170.0,1,1.0,40,0,-22.91395,-43.36675
1.0,5.0,Camorim,Private room in rental unit,2,Private room,1.0,1.0,170.0,3,1.0,20,3,-22.9771,-43.41688
2.0,5.0,Tijuca,Entire rental unit,6,Entire home/apt,3.0,5.0,677.0,4,2.0,1125,1,-22.91938,-43.21691
1.0,4.620987361262592,Bento Ribeiro,Entire residential home,8,Entire home/apt,4.0,6.0,1702.0,3,3.0,30,0,-22.862,-43.35474
1.0,5.0,Copacabana,Entire rental unit,3,Entire home/apt,1.0,1.0,400.0,7,1.0,12,1,-22.97054,-43.18427
1.0,4.620987361262592,Leblon,Entire rental unit,2,Entire home/apt,1.0,1.0,851.0,20,1.0,1125,0,-22.98833,-43.22663
51.0,5.0,Ipanema,Entire rental unit,4,Entire home/apt,1.0,1.0,450.0,2,1.0,90,1,-22.98542,-43.20377
1.0,4.75,Flamengo,Entire rental unit,4,Entire home/apt,1.0,2.0,300.0,2,2.0,1125,6,-22.93415,-43.17772
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in rental unit,2,Private room,1.0,1.0,908.0,15,1.0,30,0,-23.02316,-43.4885
1.0,4.620987361262592,Engenho Novo,Private room in residential home,8,Private room,1.0,4.0,480.0,2,6.0,30,0,-22.89917,-43.26861
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,11,Entire home/apt,3.0,5.0,1000.0,10,2.0,30,0,-23.0161,-43.48383
1.0,4.620987361262592,Rio Comprido,Private room in rental unit,2,Private room,1.0,1.0,340.0,1,1.0,1125,0,-22.91886,-43.21064
2.0,4.93,Ipanema,Entire rental unit,4,Entire home/apt,1.0,2.0,500.0,5,1.0,26,14,-22.98445,-43.20958
1.0,4.620987361262592,Freguesia (Jacarepaguá),Entire rental unit,8,Entire home/apt,2.0,2.0,450.0,5,2.0,30,0,-22.94468,-43.3362
1.0,4.620987361262592,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,4.0,1200.0,1,2.0,1125,0,-22.98459,-43.41253
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in rental unit,2,Private room,1.0,2.0,250.0,3,1.0,20,0,-23.01946,-43.46998
2.0,5.0,Cachambi,Entire rental unit,4,Entire home/apt,2.0,2.0,500.0,3,1.0,1125,1,-22.88492,-43.28235
1.0,4.620987361262592,Jacarepaguá,Entire condominium (condo),4,Entire home/apt,2.0,2.0,670.0,20,3.0,60,0,-22.94992,-43.37186
2.0,4.620987361262592,Barra da Tijuca,Private room in rental unit,2,Private room,1.0,1.0,220.0,10,1.0,23,0,-22.99931,-43.39876
1.0,4.58,Recreio dos Bandeirantes,Entire rental unit,6,Entire home/apt,3.0,3.0,499.0,1,3.0,1125,13,-23.0242,-43.45946
1.0,5.0,Recreio dos Bandeirantes,Entire rental unit,5,Entire home/apt,2.0,2.0,290.0,1,2.0,1125,3,-23.0116,-43.46192
1.0,4.620987361262592,Tijuca,Entire rental unit,4,Entire home/apt,2.0,4.0,220.0,18,1.0,18,0,-22.91832,-43.21222
1.0,4.620987361262592,Taquara,Entire rental unit,2,Entire home/apt,1.0,1.0,1702.0,1,1.0,1125,0,-22.93331,-43.37026
4.0,0.0,Recreio dos Bandeirantes,Entire rental unit,8,Entire home/apt,2.0,3.0,986.0,4,2.0,1125,1,-23.02437,-43.47613
1.0,4.620987361262592,Freguesia (Jacarepaguá),Entire rental unit,6,Entire home/apt,2.0,2.0,600.0,1,1.0,1125,0,-22.95027,-43.3504
1.0,4.620987361262592,Ipanema,Entire rental unit,2,Entire home/apt,0.0,1.0,800.0,10,1.0,30,0,-22.9842,-43.21161
3.0,4.620987361262592,Copacabana,Private room in rental unit,4,Private room,1.0,1.0,320.0,1,2.0,1125,0,-22.97363,-43.19143
1.0,5.0,Tijuca,Entire condominium (condo),2,Entire home/apt,1.0,1.0,89.0,3,1.0,90,14,-22.92689,-43.22802
1.0,4.620987361262592,Freguesia (Jacarepaguá),Private room in residential home,2,Private room,1.0,2.0,600.0,1,1.0,1125,0,-22.93022,-43.34451
1.0,4.620987361262592,Tijuca,Private room in rental unit,2,Private room,1.0,1.0,190.0,1,1.0,1125,0,-22.92095,-43.22087
11.0,5.0,Jacarepaguá,Shared room in residential home,3,Shared room,1.0,3.0,120.0,2,1.0,1125,5,-22.96293,-43.40104
1.0,4.620987361262592,Taquara,Entire residential home,8,Entire home/apt,2.0,3.0,284.0,1,1.0,1125,0,-22.924,-43.36847
1.0,4.95,Jacarepaguá,Private room in rental unit,2,Private room,1.0,1.0,147.0,2,1.0,15,116,-22.97201,-43.3889
1.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,1.0,2.0,2838.0,2,1.0,1125,0,-22.97367,-43.19136
2.0,4.620987361262592,Laranjeiras,Private room in villa,2,Private room,1.0,1.0,227.0,15,1.0,30,0,-22.92904,-43.18937
1.0,4.620987361262592,Ipanema,Entire rental unit,6,Entire home/apt,2.0,3.0,2000.0,20,3.0,1125,0,-22.98026,-43.20035
1.0,5.0,Camorim,Entire condominium (condo),4,Entire home/apt,2.0,3.0,250.0,3,2.0,15,7,-22.9805,-43.41639
1.0,4.88,São Francisco Xavier,Entire rental unit,6,Entire home/apt,2.0,3.0,221.0,1,1.0,200,93,-22.90693,-43.24286
1.0,5.0,Santa Teresa,Entire rental unit,4,Entire home/apt,2.0,2.0,475.0,3,1.0,1125,12,-22.91437,-43.18243
3.0,4.87,Copacabana,Entire condominium (condo),8,Entire home/apt,3.0,5.0,1400.0,1,2.0,1125,55,-22.98215,-43.19014
1.0,4.620987361262592,Tijuca,Entire rental unit,4,Entire home/apt,3.0,2.0,800.0,20,1.0,40,0,-22.92844,-43.24332
1.0,4.620987361262592,Vargem Grande,Private room in residential home,3,Private room,1.0,1.0,567.0,1,1.0,1125,0,-22.97742,-43.48654
2.0,5.0,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,2.0,400.0,2,2.0,1125,3,-23.00938,-43.34477
1.0,4.620987361262592,Recreio dos Bandeirantes,Private room in rental unit,2,Private room,1.0,1.0,500.0,1,2.0,1125,0,-23.01357,-43.46147
1.0,4.620987361262592,Jacarepaguá,Entire rental unit,5,Entire home/apt,2.0,3.0,1400.0,5,2.0,30,0,-22.9663,-43.38603
1.0,4.620987361262592,Tijuca,Entire rental unit,4,Entire home/apt,2.0,2.0,800.0,7,3.0,43,0,-22.92039,-43.21899
7.0,4.620987361262592,Copacabana,Entire rental unit,4,Entire home/apt,1.0,4.0,200.0,4,1.0,90,0,-22.96357,-43.17934
1.0,4.620987361262592,Recreio dos Bandeirantes,Entire rental unit,7,Entire home/apt,2.0,3.0,685.0,10,2.0,1125,0,-23.01045,-43.46099
1.0,4.7,Barra da Tijuca,Entire rental unit,4,Entire home/apt,2.0,3.0,186.0,2,1.0,30,20,-23.01049,-43.43036
7.0,4.0,Brás de Pina,Shared room in guesthouse,4,Shared room,1.0,2.0,70.0,1,1.0,90,4,-22.82633,-43.2838
2.0,4.79,Leblon,Entire rental unit,2,Entire home/apt,1.0,1.0,299.0,2,1.0,1125,290,-22.98552,-43.22447
1.0,4.5,São Conrado,Entire rental unit,4,Entire home/apt,2.0,4.0,500.0,3,2.0,30,5,-22.99491,-43.25371
1.0,4.71,Copacabana,Entire rental unit,4,Entire home/apt,1.0,3.0,305.0,1,2.0,15,10,-22.96728,-43.18346
